id,date,url,text,views,reactions,sentiment,sentiment_score,platform,content_type,source_id,source_name,source_url,source_audience,source_country,source_verified,source_state_affiliation_type,source_state_affiliation_country,source_state_affiliation_proof_link,source_state_affiliation_proof_name_uk,source_state_affiliation_proof_name_en,source_compromised_type,source_compromised_proof_link,source_compromised_proof_name_uk,source_compromised_proof_name_en,source_inauthentic_type,actor_id,actor_name,actor_url,actor_audience,actor_country,actor_verified,actor_state_affiliation_type,actor_state_affiliation_country,actor_state_affiliation_proof_link,actor_state_affiliation_proof_name_uk,actor_state_affiliation_proof_name_en,actor_compromised_type,actor_compromised_proof_link,actor_compromised_proof_name_uk,actor_compromised_proof_name_en,actor_inauthentic_type,origin_actor_id,origin_actor_name,origin_actor_url,origin_actor_audience,origin_actor_country,origin_actor_verified,origin_actor_state_affiliation_type,origin_actor_state_affiliation_country,origin_actor_state_affiliation_proof_link,origin_actor_state_affiliation_proof_name_uk,origin_actor_state_affiliation_proof_name_en,origin_actor_compromised_type,origin_actor_compromised_proof_link,origin_actor_compromised_proof_name_uk,origin_actor_compromised_proof_name_en,origin_actor_inauthentic_type
11841931467,2025-11-18T06:46:47+00:00,https://vk.com/alternatiovk?w=wall-142780612_161970,"ВСУ в Сумской области доукомплектовывают штурмовые группы женщинами
https://alternatio.org/events/all/item/156177-vsu-v-sumskoy-oblasti-doukomplektovyvayut-shturmovye-gruppy-zhenschinami

Командование 71-й отдельной егерской бригады ВСУ доукомплектовывает штурмовые группы военнослужащими-женщинами, сообщает ТАСС со ссылкой на источник в российских силовых структурах. «На сумском направлении командование 71-й оебр начало доукомплектовывать штурмовые группы на передовой военнослужащими-женщинами. Среди них подтверждены первые потери», − говорится в сообщении. Ранее в силовых структурах сообщали, что командование бригады ВСУ в Харьковской области из-за массового дезертирства привлекает к выполнению боевых задач военнослужащих-женщин. 23 октября глава совета резервистов Сухопутных войск ВСУ Иван Тимочко сказал, что женщины не должны «прятаться за спинами мужчин», а должны идти служить в украинскую армию. 1 ноября Тимочко заявил, что женщин надо обучать военному делу наравне с мужчинами. Как сообщала уполномоченная кабмина по вопросам гендерной политики Украины Екатерина Левченко, количество женщин, служащих в ВСУ, увеличилось за…",6,0,NEUTRAL,-0.03020334243774414,VK,POST,22348,alternatiovk,https://vk.com/alternatiovk,,Russia,,,,,,,,,,,,22348,alternatiovk,https://vk.com/alternatiovk,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,
11840112081,2025-11-18T06:31:59+00:00,https://t.me/Russia_News_Teketkom/490121,"#В Сумской области 71-я бригада ВСУ отправила женщин в штурмовые отряды

#Такие штурмовые группы уже понесли первые потери.

🔥  Black — дебетовая карта с кэшбэком. Зарабатывайте деньги, а не бонусы. Если оформить по моей ссылке, вы получите 500 ₽👉https://www.tbank.ru/baf/2ijpnCZ0p4K",3,0,NEUTRAL,-0.1314736008644104,TELEGRAM,POST,101639654,ТОП новостных трендов России,https://t.me/Russia_News_Teketkom,292,Russia,False,,,,,,,,,,,101639654,ТОП новостных трендов России,https://t.me/Russia_News_Teketkom,292,Russia,False,,,,,,,,,,,,,,,,,,,,,,,,,,
11839231292,2025-11-18T06:31:16+00:00,https://t.me/appleassistent/972780,"ТАСС: Бригада ВСУ отправила женщин в штурмовики, среди них есть потери
https://rg.ru/2025/11/18/tass-v-sumskoj-oblasti-vsu-doukomplektovyvaiut-shturmovye-gruppy-zhenshchinami.html

Командование 71-й отдельной егерской бригады ВСУ начало отправлять женщин в штурмовые отряды. Об этом сообщает ТАСС (https://tass.ru/) со ссылкой на источник в российских силовых структурах.",3,0,NEUTRAL,0.04209829866886139,TELEGRAM,POST,101639316,Новости Севастополь ⭕️,https://t.me/appleassistent,171,Ukraine TOT,False,,,,,,DISINFORMATION,https://app.osavul.cloud/narratives/14649,Osavul Threat Intelligence,Osavul Threat Intelligence,,101639316,Новости Севастополь ⭕️,https://t.me/appleassistent,171,Ukraine TOT,False,,,,,,DISINFORMATION,https://app.osavul.cloud/narratives/14649,Osavul Threat Intelligence,Osavul Threat Intelligence,,,,,,,,,,,,,,,,,
11840915135,2025-11-18T06:19:58+00:00,https://t.me/aifonline/169769,"Сводка СВО на утро 18 ноября

▪️Один из ночных ударов ВС РФ пришелся на город Берестин (Красноград) Харьковской области. Для уничтожения цели были задействованы пять ракет комплекса «Искандер-М», и это говорит о чрезвычайной важности объекта, отмечает военный эксперт Владимир Ераносян, допуская несколько версий.

▪️На Сумском направлении из-за высоких потерь среди мужчин-штурмовиков в «мясные штурмы» стали отправлять женские подразделения. 

▪️Фронт ВСУ в Запорожье разваливается на части. ВС РФ атакуют Варваровку, Степногорск, Приморское. Штурмовики приблизились к окраинам Орехова и Гуляйполя. Потери ВСУ в сутки доходят до роты боевиков.

Другие важные события СВО к этому часу — в сводке на АиФ:

Подписывайся на АиФ / Все каналы АиФ / MAX",3496,48,NEUTRAL,-0.1171899139881134,TELEGRAM,POST,85350385,Аргументы и Факты — АиФ.ru,https://t.me/aifonline,96895,Russia,True,REPORTEDLY_STATE_AFFILIATED,Russia,https://tgstat.ru/en/tag/smi-licensed,TgStat List,TgStat List,DISINFORMATION,https://t.me/aifonline,Osavul Threat Intelligence,Osavul Threat Intelligence,,85350385,Аргументы и Факты — АиФ.ru,https://t.me/aifonline,96895,Russia,True,REPORTEDLY_STATE_AFFILIATED,Russia,https://tgstat.ru/en/tag/smi-licensed,TgStat List,TgStat List,DISINFORMATION,https://t.me/aifonline,Osavul Threat Intelligence,Osavul Threat Intelligence,,,,,,,,,,,,,,,,,
11838821210,2025-11-18T06:19:58+00:00,https://t.me/+gSfHBxMxUH05Mjhi/169769,"Сводка СВО на утро 18 ноября

▪️Один из ночных ударов ВС РФ пришелся на город Берестин (Красноград) Харьковской области. Для уничтожения цели были задействованы пять ракет комплекса «Искандер-М», и это говорит о чрезвычайной важности объекта, отмечает военный эксперт Владимир Ераносян, допуская несколько версий.

▪️На Сумском направлении из-за высоких потерь среди мужчин-штурмовиков в «мясные штурмы» стали отправлять женские подразделения. 

▪️Фронт ВСУ в Запорожье разваливается на части. ВС РФ атакуют Варваровку, Степногорск, Приморское. Штурмовики приблизились к окраинам Орехова и Гуляйполя. Потери ВСУ в сутки доходят до роты боевиков.

Другие важные события СВО к этому часу — в сводке на АиФ:

Подписывайся на АиФ / Все каналы АиФ / MAX",1469,26,NEUTRAL,-0.1171899139881134,TELEGRAM,POST,557654887,Аргументы и Факты — АиФ.ru,https://t.me/+gSfHBxMxUH05Mjhi,96893,Russia,True,,,,,,,,,,,557654887,Аргументы и Факты — АиФ.ru,https://t.me/+gSfHBxMxUH05Mjhi,96893,Russia,True,,,,,,,,,,,,,,,,,,,,,,,,,,
11841280333,2025-11-18T06:18:00+00:00,https://www.kp.ru/online/news/6676040/,"Боец ВСУ прятался в подвале дома в Судже, переодевшись в женщину Фото: GLOBAL LOOK PRESS . Боевик ВСУ прятался в подвале дома в Судже, переодевшись в женщину. О такой «маскировке» противника РИА Новости сообщил настоятель храма отец Евгений . Причем, украинский военный даже не потрудился снять военную форму - женские вещи он надел поверх нее. «Платочек надел, а по ботинкам сразу его признали. Вот эта юбочка непонятно завязанная, штаники торчат, трико и ботинки — берцы», — рассказал священник. Ранее сообщалось о бегстве военных Вооруженных сил Украины (ВСУ) с позиций в Сумской области в женской одежде. До этого на Кураховском направлении штурмовики из Бурятии взяли в плен военных Вооруженных сил Украины (ВСУ), которые оказались одеты в гражданское. Отмечается, что один надел найденный в доме у местного жителя тулуп, а второй решил взять женскую дубленку.",0,0,NEUTRAL,-0.12516431510448456,WEB,ARTICLE,227070,kp.ru,https://kp.ru,83660000,Russia,False,REPORTEDLY_STATE_AFFILIATED,Russia,https://en.wikipedia.org/wiki/Komsomolskaya_Pravda,Вікіпедія,Wikipedia,,,,,,227070,kp.ru,https://kp.ru,83660000,Russia,False,REPORTEDLY_STATE_AFFILIATED,Russia,https://en.wikipedia.org/wiki/Komsomolskaya_Pravda,Вікіпедія,Wikipedia,,,,,,,,,,,,,,,,,,,,,
11839860892,2025-11-18T06:12:12+00:00,https://t.me/www46tvru/33515,"Киевский режим уже давно испытывает нехватку людей, желающих участвовать в боевых действиях. В итоге на передовую стали отправлять женщин. Они уже замечены на Курско-Сумском направлении.

- Командование 71 оебр ВСУ стало доукомплектовывать штурмовые группы на передовой военнослужащими-женщинами, - проинформировали сегодня утром в группировке войск ""Север"".

Сообщается, что среди украинских женщин, брошенных в бой за режим Зеленского, уже имеются первые потери.",260,3,NEGATIVE,-0.529198169708252,TELEGRAM,POST,180041141,46 ТВ,https://t.me/www46tvru,3969,Russia,False,,,,,,,,,,,180041141,46 ТВ,https://t.me/www46tvru,3969,Russia,False,,,,,,,,,,,,,,,,,,,,,,,,,,
11839252835,2025-11-18T06:10:16+00:00,https://t.me/newskurskru/24322,"Среди штурмовиков ВСУ на Курско-Сумском фронте все больше женщин
https://newskursk.ru/fn_1755622.html

Российская авиация усилила удары по ВСУ на всем Сумском фронте. Штурмовики Северян продвинулись на трех направлениях вглубь региона.

↗️ Прислать новость ✅ Подписаться
▶️ Мы в MAX",58,1,NEUTRAL,0.006147563457489014,TELEGRAM,POST,178776861,Курские новости,https://t.me/newskurskru,1858,Russia,False,,,,,,,,,,,178776861,Курские новости,https://t.me/newskurskru,1858,Russia,False,,,,,,,,,,,,,,,,,,,,,,,,,,
11838838482,2025-11-18T06:01:08+00:00,https://t.me/donetsknewsru/173459,"ВСУ отправили женщин из 71-й бригады в штурмовики
⁠
Командиры украинской армии на сумском направлении отправили женщин из 71-й егерской бригады в штурмовые отряды, среди них есть потери. Об этом 18 ноября сообщил источник РИА Новости.

""Командование 71-й отдельной егерской бригады начало доукомплектовывать штурмовые группы на передовой военнослужащими-женщинами. Среди них подтверждены первые потери"", – рассказал собеседник.

Как отметил источник, ВСУ понесли потери среди боевиков 71-й егерской бригады в ходе штурмов на сумском направлении. Вследствие чего в рядах армии возникла существенная нехватка личного состава, которую нужно было восполнить.

18 ноября 2025, 06:07

Боевики ВСУ остались без связи с коман...

Подробнее>>>",4,0,NEUTRAL,-0.15331818163394928,TELEGRAM,POST,253105357,Лента новостей Донецка | Z,https://t.me/donetsknewsru,261,Russia,False,,,,,,DISINFORMATION,https://app.osavul.cloud/sources/253105357,Osavul Threat Intelligence,Osavul Threat Intelligence,,253105357,Лента новостей Донецка | Z,https://t.me/donetsknewsru,261,Russia,False,,,,,,DISINFORMATION,https://app.osavul.cloud/sources/253105357,Osavul Threat Intelligence,Osavul Threat Intelligence,,,,,,,,,,,,,,,,,
11841931415,2025-11-18T05:58:37+00:00,https://vk.com/scanos_news?w=wall-71730380_123030,"Сводка СВО, 18 ноября. Украина в огне: «Искандеры» нанесли удар возмездия

В Днепропетровске были атакованы объекты в промзоне. Министерство обороны РФ
Сводка СВО, 18 ноября. Украина в огне: «Искандеры» нанесли удар возмездия

​Ночной удар по объектам ВСУ отличался от прежних необычной сосредоточенностью на нескольких целях. Особое внимание в этот раз было уделено объектам: одному в Днепропетровске, а другому в городе Берестин (Красноград) Харьковской области. И если первый был атакован исключительно — приоритетная цель для удара. Точное попадание и ущерб на миллионы долларов. В том районе, как я знаю, объекты газодобычи и буровые установки. Могло прилететь и по ним. Среди важных целей — крупные военные чины ВСУ. Удар мог быть нанесен, как по штабу, так и по расположению войск и наемников».

В Днепропетровске были атакованы объекты в промзоне. В атаке участвовали почти четыре десятка БПЛА. На территориях военных объектов возникли масштабные пожары. Кроме того, в течение ночи удары наносились по Павлограду, Васильковке, Сумам, Батурину и временно оккупированному Херсону. © Министерство обороны РФ © Министерство обороны РФ © Министерство обороны РФ © Министерство обороны РФ © Министерство обороны РФ

На «мясо» без гендерных различий

Российские военные рассказали, что на Сумском направлении из-за высоких потерь среди мужчин штурмовиков в «накаты» (наступление — прим.) стали отправлять женские подразделения. По имеющейся информации в 71-й егерской бригаде ВСУ штурмовые отряды доукомплектовываются женщинами-военнослужащими и посылаются в «мясные штурмы».

По данным Минобороны РФ в зоне ответственности группировки войск «Север», куда входит в том числе и сумское направление, потери ВСУ достигают 150 и более боевиков в сутки. По словам военных, определить в бою, где женщина, а где мужчина не реально. Да, и незачем.

«Если в тебя стреляют, то на пол смотреть некогда, — объяснил офицер-доброволец Шумный. — Просто косишь из автомата и закидываешь гранатами». © Министерство обороны РФ © Министерство обороны РФ © Министерство обороны РФ © Министерство обороны РФ © Министерство обороны РФ

Бои в Запорожье

Пока группировка войск «Восток» пробивается к Гуляйполю, группировка «Днепр» рвется вдоль Каховского водохранилища к Запорожью через Приморское, Степногорск и Орехов.

После освобождения Малой Токмачки до окраин Орехова осталось не более 2-х километров. На северном фланге идет охват позиций ВСУ в районе Новоданиловки. Штурмовики ВС РФ пробиваются к Новоандреевке со стороны населенного пункта Нестерянка.

Минобороны РФ сообщает, что потери украинских войск в сутки составляют практически роту боевиков только убитыми. На том участке фронта такого количества потерь у ВСУ не было со времен «контрнаступа» лета 23-го года.

Telegram - https://t.me/scanos
ОК - https://ok.ru/scanos

https://aif.ru/politics/world/svodka-svo-18-noyabrya-ukraina-v-ogne-iskandery-nanesli-udar-vozmezdiya",3,0,NEUTRAL,-0.06137403845787048,VK,POST,942114437,scanos_news,https://vk.com/scanos_news,,,,,,,,,,,,,,942114437,scanos_news,https://vk.com/scanos_news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
